# Comment
#OTU ID	Smpl1	Smpl2	Smpl3	Smpl4	Smpl5	Smpl6	Smpl7	Smpl8	Smpl9	Smpl10	Smpl11	Smpl12	Smpl13	Smpl14	Smpl15	Smpl16	Smpl17	Smpl18	Smpl19	Smpl20	taxonomy
198439	0	0	37	0	3	0	1	5	12	4	3	0	7	0	11	0	4	0	16	22	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
513552	0	0	0	0	0	0	0	0	0	0	37	41	5	12	22	16	16	37	22	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Anaerovibrio; s__
199337	72	19	74	51	17	62	18	12	51	3	0	65	92	62	58	50	8	20	106	108	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
196660	16	11	23	37	0	28	37	11	0	43	209	46	59	184	188	71	64	73	76	103	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
4473664	0	1	46	2	3	6	15	23	22	32	0	25	27	16	0	5	7	0	21	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__anaerobius
175703	467	303	641	719	141	496	606	327	677	500	625	529	466	665	464	590	167	530	531	459	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__; g__; s__
358914	0	0	9	0	0	24	0	0	14	0	0	8	0	27	6	0	0	20	0	28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
351880	1057	606	1066	1037	265	1199	1114	544	530	515	58	41	0	30	0	35	0	47	50	31	k__Bacteria; p__Firmicutes; c__Clostridia
181003	42	12	39	30	10	1	9	2	35	26	12	25	41	44	27	39	9	34	58	20	k__Bacteria; p__Firmicutes; c__Clostridia
219959	210	118	177	210	117	243	138	93	188	174	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
351027	0	0	0	0	0	0	0	0	0	0	6	0	19	0	54	0	6	14	25	15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
192857	1	0	1	9	0	0	0	0	0	0	1	4	0	0	0	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
186510	0	10	11	39	0	0	11	4	0	5	14	40	3	34	57	13	4	45	0	16	k__Bacteria; p__Firmicutes; c__Clostridia
569889	236	216	389	445	114	490	257	233	355	641	258	659	370	317	433	550	65	171	358	462	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
4307094	6	10	17	13	8	12	15	9	27	16	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
328035	1292	613	984	2124	655	885	1828	845	298	1290	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
4418496	61	18	12	89	10	10	74	41	77	73	78	0	99	22	113	88	9	25	68	29	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
314915	0	0	0	2	0	7	15	0	25	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
174036	45	11	12	37	9	33	23	15	20	35	63	59	28	15	63	73	4	23	0	23	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter; s__
307571	202	52	383	184	69	374	184	207	123	255	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
181239	23	28	0	4	4	12	17	3	0	48	10	10	25	18	35	0	10	22	0	23	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
530854	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	16	12	5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
192684	15	8	45	2	9	16	31	10	17	25	31	5	9	17	26	0	5	20	5	17	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
3579707	0	0	0	0	0	0	0	0	0	0	0	8	23	0	0	8	0	0	0	21	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter; s__
4330423	14	0	0	15	0	1	3	5	1	0	14	10	0	4	3	0	1	5	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
524044	23	31	56	93	0	76	47	25	34	69	51	0	0	26	0	72	13	81	37	4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
199118	11	3	24	35	0	0	0	12	19	26	1039	966	938	568	897	659	237	734	697	725	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
294270	0	0	0	0	0	0	0	0	0	0	0	55	31	17	13	22	1	18	0	8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
130663	439	67	182	259	84	389	159	246	501	118	206	711	261	301	511	288	37	36	236	219	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
173565	13	4	0	0	0	16	1	0	12	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
515798	660	242	409	566	329	834	1150	198	296	431	946	405	0	1121	377	917	163	908	595	850	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
299382	491	306	168	414	155	270	258	206	80	312	426	520	529	414	614	326	88	867	786	100	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
181432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
516464	0	0	0	0	0	0	0	0	0	0	23	13	23	11	17	16	12	14	20	14	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
328936	58	68	127	86	43	58	123	36	108	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
312973	265	247	634	153	92	0	589	105	294	316	403	383	455	252	226	332	125	0	426	403	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
344318	1557	734	1373	1568	213	1537	400	579	2025	943	1160	822	1809	1240	1805	1263	280	1405	1863	1306	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
340819	1815	290	630	435	169	1354	1414	367	1200	1219	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
1701964	127	75	170	83	50	138	238	56	217	83	23	117	148	268	181	144	58	189	141	264	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
193591	3	0	0	0	0	0	0	0	0	0	9	0	0	20	0	0	0	9	14	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
176230	125	39	156	133	49	116	240	61	176	90	228	104	135	166	124	26	5	150	146	141	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
2220494	0	0	0	0	3	2	0	1	20	1	18	0	0	7	0	4	0	4	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
4395774	0	0	0	0	0	0	0	0	0	0	14	0	29	0	0	0	7	0	5	17	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
178387	0	18	102	129	7	55	78	38	86	88	186	63	0	94	65	167	6	116	27	103	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
331043	30	26	74	55	13	88	64	20	61	54	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
577294	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__; s__
71331	0	0	0	0	0	10	0	0	5	8	0	5	0	0	0	0	0	2	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
495451	28	5	14	0	0	0	27	2	24	0	57	1	0	19	0	28	5	0	0	18	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
741701	0	0	0	0	0	0	0	0	0	0	757	991	800	628	304	816	103	678	1009	825	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
214031	10	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
298451	40	2	10	15	4	30	0	8	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
199534	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
190526	0	7	0	1	0	1	0	0	0	6	0	7	0	10	1	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
495017	0	0	0	0	0	0	0	0	0	0	341	444	385	452	343	481	66	485	484	300	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
524318	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
196296	1513	849	1615	1749	585	1809	1593	850	1289	1831	2185	1808	1079	1857	1616	1783	561	1401	1502	1886	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
159026	3	1	33	16	15	19	14	15	25	28	0	16	19	22	38	22	1	15	0	28	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__; s__
294196	37	38	193	50	7	122	230	84	210	298	240	227	185	257	248	215	19	108	79	175	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
185730	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii
335447	0	0	0	5	0	0	0	0	3	0	4	0	0	0	0	13	3	9	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
519766	13	9	31	0	0	16	38	12	6	29	11	25	0	19	0	29	11	7	51	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
3028318	73	0	95	114	31	108	71	86	126	118	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
524891	0	0	0	0	0	0	0	0	0	0	0	24	94	61	83	80	50	59	29	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
2442708	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
300650	81	9	21	33	0	30	43	14	5	0	26	49	38	46	0	34	11	16	6	5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
4020502	0	0	0	0	0	0	0	0	0	0	1274	997	1766	780	533	1300	322	767	1466	484	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
299830	69	77	205	161	56	48	70	43	200	97	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
182255	144	75	49	99	54	120	123	49	108	19	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
301253	20	29	107	43	17	55	57	18	55	34	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
184610	0	15	12	44	27	23	73	29	106	1	42	59	71	0	27	39	15	17	52	93	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
216550	0	0	0	0	0	0	0	0	0	0	0	0	16	5	10	46	0	0	11	12	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
849393	13	12	22	26	0	0	0	0	23	4	5	32	11	12	0	25	0	14	17	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
531614	53	0	81	0	15	18	19	0	22	36	38	78	56	35	57	15	15	3	36	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
2550241	134	40	87	269	64	63	0	111	114	281	206	174	257	95	273	208	60	281	172	105	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
4318177	0	0	0	0	0	0	0	0	0	0	2191	1914	2390	1045	1843	1750	469	2170	1668	1409	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
175099	34	27	94	75	5	15	41	12	0	7	72	42	0	63	95	59	0	0	29	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
176034	9	10	23	19	0	44	45	6	18	12	0	17	0	20	54	8	10	27	8	13	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
840027	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
521431	29	0	19	31	0	58	26	0	18	48	8	10	3	0	8	3	0	31	12	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
353782	2	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	4	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__; s__
307154	3028	1735	3677	2723	1130	3203	3363	1024	1702	3119	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
2243510	98	27	138	108	44	109	46	76	146	114	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
305946	4	0	18	6	1	7	0	0	0	3	0	0	0	28	0	0	5	11	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4397200	5	0	0	16	0	0	18	7	8	25	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
2821809	2	18	35	8	2	5	60	12	89	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
178860	97	40	78	45	19	117	97	54	84	73	1763	1093	923	1539	1689	1360	305	2009	1313	2183	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
308507	782	288	375	689	211	442	560	420	335	217	440	524	162	620	565	297	97	491	286	495	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
4355075	6	5	4	8	5	18	3	1	0	37	3	0	6	29	13	34	16	0	23	12	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
347875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
530865	489	193	368	254	144	500	0	0	636	376	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
4476964	302	316	355	687	194	251	116	259	648	594	317	246	174	460	306	613	123	537	221	487	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
176660	7	0	14	0	0	17	0	3	0	36	2	0	28	0	20	0	1	0	33	48	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
3172943	0	0	0	0	0	0	0	0	0	0	0	23	31	2	67	28	9	34	24	33	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
205134	0	0	0	0	0	0	0	0	0	0	92	98	102	142	96	87	34	114	78	109	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
157396	0	28	22	141	42	156	62	38	0	147	0	0	84	94	99	122	23	77	87	94	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
315846	0	0	0	0	4	0	0	0	0	0	7	0	0	6	4	0	5	0	0	7	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
183062	28	14	11	12	7	34	14	7	31	21	12	8	0	20	0	17	0	44	13	34	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
4457872	0	0	0	0	0	0	0	0	0	0	54	40	46	7	14	50	5	34	34	54	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
196729	526	398	534	759	157	460	408	316	812	970	509	457	780	902	311	691	361	601	944	112	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
1889556	167	125	244	140	50	37	264	44	317	231	257	121	133	214	211	240	33	248	250	229	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
4307092	104	50	62	215	8	3	136	55	91	96	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
180133	0	0	0	0	0	0	0	0	0	0	277	125	366	303	27	161	51	163	212	264	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
750071	11	32	87	46	15	62	0	6	22	52	48	102	23	68	25	24	9	49	56	86	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__; s__
849704	0	0	0	0	0	0	0	0	0	0	8	43	0	46	13	18	13	45	0	27	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
215670	337	148	295	182	79	433	280	155	312	273	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
191483	0	0	0	0	0	0	0	0	0	0	12	4	0	36	46	63	6	48	64	51	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
3940440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
840279	56	15	44	33	14	34	56	17	24	21	0	0	0	1	0	0	3	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
190309	0	0	0	0	0	0	0	0	0	0	9	0	11	10	0	0	0	0	0	3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
296082	2	0	42	0	1	19	31	0	29	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
293717	0	0	0	0	0	0	0	0	0	0	39	45	40	36	9	42	4	80	29	56	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
772282	73	39	42	16	14	23	9	26	66	43	67	22	37	18	20	20	0	71	12	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
4325533	452	148	303	448	182	278	667	310	387	495	897	486	591	133	537	364	190	701	793	343	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
198573	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea
354850	158	70	198	136	51	110	138	88	184	138	162	293	178	183	123	141	64	176	94	144	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
319810	25	0	13	15	10	0	17	4	0	5	26	16	6	18	6	5	0	0	17	14	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
2617854	1208	746	829	1416	95	480	1247	680	1303	1029	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
3090117	0	0	0	0	0	0	0	0	0	0	77	33	27	27	64	51	10	83	64	30	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
4381553	32	56	71	58	18	32	73	44	48	20	50	34	24	97	131	79	40	103	64	79	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4154872	3	0	0	29	2	3	15	11	16	4	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
4331760	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
195258	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
348027	0	0	0	0	0	0	0	0	0	0	413	290	219	235	179	218	75	254	301	288	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
173654	0	4	17	0	0	0	4	3	0	0	1119	902	863	0	448	1112	153	946	1049	348	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
246717	44	19	17	5	4	20	17	27	26	16	13	25	49	65	51	55	7	44	2	14	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
218267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
299267	186	66	176	0	35	115	91	37	99	140	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
301149	691	221	679	746	218	578	723	252	691	388	317	711	439	303	718	472	103	403	387	801	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
1974536	0	0	0	0	0	0	0	0	0	0	1146	351	1136	909	930	744	313	608	863	848	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
169182	0	0	0	0	0	0	0	0	0	0	1571	2544	3220	2493	1823	2752	557	3201	1706	2012	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
2924870	5	0	50	0	4	17	39	0	0	0	2	3	0	0	46	17	8	0	2	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
301184	1817	1087	1163	1792	953	2689	2192	1286	1302	1586	2352	1338	2073	2187	2823	2315	731	845	1409	1432	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__
4447416	37	15	23	47	1	57	14	15	35	38	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
