#OTU ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	taxonomy
180037	44	0	0	1	60	21	2	0	5	1	1	3	1	0	0	0	1	0	44	0	0	1	43	25	2	1	20	1	1	3	1	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
158273	0	0	6	0	2	12	7	1	0	0	0	0	0	0	0	0	123	0	0	0	3	0	2	15	7	1	0	0	0	0	0	0	0	0	61	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
317012	0	0	0	1	0	14	98	1	3	0	0	0	0	15	0	0	10	0	0	0	0	1	0	16	98	1	11	0	0	0	0	15	0	0	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
179400	0	6	0	7	0	19	22	0	4	0	43	2	1	0	0	2	0	0	0	33	0	7	0	24	22	0	14	0	43	2	2	0	0	2	0	0	k__Bacteria; p__Firmicutes; c__Clostridia;
299371	0	0	0	1	2	0	0	0	0	0	1	0	10	5	2	52	52	0	0	0	0	1	2	0	0	0	1	0	1	0	14	5	2	56	28	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
235127	2	0	0	22	0	15	0	0	0	0	28	4	0	23	0	1	20	28	2	0	0	22	0	18	0	0	0	0	29	4	0	23	0	1	9	14	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae;
183147	11	2	4	7	0	17	8	3	0	0	31	31	12	1	0	5	0	0	11	4	4	7	0	20	8	7	0	0	32	31	16	1	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
4455250	5	0	3	1	0	1	0	0	0	12	2	9	21	0	0	57	0	0	5	0	2	1	0	2	0	0	0	8	2	9	33	0	0	65	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae;
184036	0	0	0	0	0	0	0	95	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
193876	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	38	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
524444	47	0	0	0	0	7	14	0	0	0	1	38	7	19	0	2	0	0	47	0	0	0	0	10	14	0	0	0	1	38	10	19	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
197539	1	1	1	5	17	3	9	1	31	4	8	0	1	3	0	2	0	0	1	2	1	5	10	3	9	1	83	1	9	0	1	3	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
3090117	0	0	17	0	1	0	118	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	1	0	117	0	0	0	0	0	4	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae];
4413327	0	0	0	0	0	0	136	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	137	0	0	0	0	0	0	0	3	0	0	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus;
1144624	0	5	0	0	0	0	21	26	17	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	21	49	53	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
4359216	1	2	101	0	0	4	3	4	3	0	1	0	1	0	0	0	1	11	1	2	62	0	0	5	3	5	7	0	1	0	1	0	0	0	1	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
198324	0	0	0	0	1	1	0	1	0	0	0	1	0	0	125	0	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	124	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
340995	4	1	0	0	8	4	21	4	21	5	24	0	1	0	0	0	0	2	4	3	0	0	5	4	21	5	53	2	24	0	3	0	0	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira;
194889	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
179267	0	7	0	0	2	74	0	6	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	95	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
193163	5	0	0	3	0	58	3	6	1	0	0	0	0	9	0	0	0	3	5	1	0	3	0	78	3	14	10	0	0	0	0	9	0	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
367217	0	1	0	0	0	86	0	0	2	0	0	0	0	0	0	0	10	0	0	2	0	0	0	108	0	0	7	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira;
341724	32	0	0	0	1	8	0	0	19	33	4	0	0	0	0	0	5	0	32	1	0	0	0	10	0	0	40	22	4	0	0	0	0	0	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
188847	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	49	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
848669	0	0	1	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella;
186652	14	0	2	0	1	29	5	6	7	8	3	10	0	0	0	0	1	9	14	0	1	0	1	37	5	10	23	6	3	10	0	0	0	0	1	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
183267	0	0	0	0	0	0	0	15	4	0	0	0	62	0	0	0	1	0	0	0	0	0	0	0	0	29	11	0	0	0	78	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia;
512250	67	0	20	0	1	0	0	0	0	15	10	0	0	0	1	0	0	0	67	3	14	0	1	0	0	0	0	12	10	0	1	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
187816	0	1	2	0	0	0	64	2	10	0	0	0	1	0	0	1	1	1	0	6	0	0	0	0	64	10	29	0	0	0	1	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
4464173	0	0	0	14	0	0	0	1	0	90	6	0	0	1	0	0	0	1	0	0	0	14	0	0	0	1	1	61	6	0	0	1	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
198282	2	0	0	0	0	3	0	52	0	0	0	2	0	0	0	0	5	7	2	3	0	0	0	5	0	88	0	0	0	2	1	0	0	0	3	4	k__Bacteria; p__Firmicutes; c__Clostridia;
186921	0	0	0	4	24	2	2	0	0	0	5	9	5	1	59	0	0	0	0	0	0	4	13	2	2	0	0	0	5	9	7	1	59	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
3857426	1	0	11	47	1	1	1	0	0	0	4	0	33	3	0	1	0	0	1	0	6	47	1	1	1	0	0	0	4	0	42	3	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
363735	14	0	0	83	0	3	0	0	0	0	8	2	0	0	0	0	0	0	14	0	0	83	0	3	0	0	0	0	8	2	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
916510	3	0	0	0	0	20	1	0	0	0	38	8	0	0	0	18	1	0	3	1	0	0	0	28	1	0	0	0	38	8	0	0	0	26	1	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae;
4478840	0	0	0	0	0	1	0	0	17	0	0	3	1	32	0	0	25	0	0	0	0	0	0	1	0	0	43	0	0	3	1	32	0	0	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
308309	0	0	0	3	0	0	0	0	1	0	91	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	92	0	3	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae;
181834	3	1	0	0	0	33	10	11	0	4	0	3	2	0	0	0	1	8	3	8	0	0	0	41	10	17	0	4	0	3	3	0	0	0	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
196513	2	9	21	0	0	0	3	7	1	2	0	0	1	1	0	0	3	4	2	42	14	0	0	0	3	12	2	2	0	0	2	1	0	0	3	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
184980	2	1	54	0	0	2	5	2	2	0	0	0	0	0	1	0	0	12	2	5	30	0	0	3	5	5	8	0	0	0	0	0	1	0	0	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
4448331	44	0	28	0	0	0	2	4	0	0	0	11	0	1	1	1	0	0	44	2	14	0	0	0	2	6	0	0	0	11	0	1	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae;
191355	2	11	0	0	0	0	0	0	0	0	3	1	0	0	15	0	0	0	2	66	0	0	0	0	0	0	0	0	3	1	0	0	15	0	0	0	k__Bacteria; p__Firmicutes;
174365	63	0	0	0	1	0	0	18	0	0	0	0	0	0	1	0	0	0	63	0	0	0	1	0	0	23	5	0	0	0	0	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
187051	0	0	2	0	2	0	0	1	0	3	2	4	2	0	66	4	0	4	0	0	0	0	1	0	0	1	1	3	2	4	2	0	66	3	0	3	k__Bacteria; p__Firmicutes; c__Clostridia;
191842	9	0	2	25	0	22	0	3	0	1	0	0	0	0	0	4	9	0	9	0	0	25	0	33	0	3	1	1	0	0	0	0	0	6	5	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
186187	0	0	0	0	0	0	0	1	0	0	0	0	0	84	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	84	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
196392	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
183865	0	0	0	2	0	0	0	29	1	0	1	0	0	0	0	10	0	0	0	0	0	2	0	0	0	57	6	0	1	0	0	0	0	14	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
193972	6	0	0	0	0	1	0	3	0	0	0	0	7	0	24	0	0	34	6	0	0	0	0	2	0	5	2	0	0	0	9	0	24	0	0	23	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
4428042	2	0	0	1	0	2	0	0	0	35	3	8	10	0	1	10	0	3	2	0	0	1	0	4	0	0	0	27	3	8	12	0	1	11	0	3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae;
198646	0	0	0	0	0	0	0	45	0	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0	0	70	0	0	1	0	0	0	2	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
187917	2	0	0	0	0	46	9	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	56	9	0	2	0	0	0	0	0	0	1	5	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
301956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella];
517170	0	0	8	9	2	1	0	0	1	2	2	7	30	0	0	0	0	4	0	0	6	9	0	1	0	1	2	1	2	7	38	0	0	0	0	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
177758	0	0	0	0	28	1	0	0	0	0	35	0	0	0	5	4	0	2	0	0	0	0	20	1	0	0	0	0	35	0	0	0	5	4	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
184349	9	0	0	5	13	0	8	2	0	5	4	3	5	5	8	1	0	5	9	3	0	5	9	0	8	2	0	3	4	3	5	5	8	0	0	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
183783	0	0	0	1	0	1	0	2	0	0	12	0	5	0	0	19	23	0	0	0	0	1	0	1	0	3	3	0	12	0	7	0	0	21	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
176057	3	0	2	2	0	28	1	2	2	4	0	1	2	4	0	0	0	5	3	0	2	2	0	37	1	5	8	0	0	1	3	4	0	0	0	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
188659	0	0	1	0	0	0	0	6	17	0	0	0	1	0	0	0	0	27	0	0	0	0	0	0	0	8	36	0	0	0	1	0	0	0	0	13	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
303666	0	0	0	32	0	0	1	0	0	2	0	0	0	33	0	3	0	0	0	0	0	32	0	0	1	0	1	2	0	0	0	33	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
185765	0	0	1	0	0	7	1	6	0	5	0	2	28	0	1	0	0	11	0	0	0	0	0	9	1	9	2	2	0	2	32	0	1	0	0	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
820901	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2;
178799	43	0	2	0	1	4	0	8	1	0	0	0	2	3	0	0	4	0	43	0	2	0	0	6	0	9	2	0	0	0	2	3	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
583958	1	0	3	3	0	0	18	4	0	0	2	0	19	0	0	0	10	0	1	0	1	3	0	0	18	9	2	0	2	0	23	0	0	1	5	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
352747	0	1	0	0	2	0	0	0	1	0	7	39	2	0	0	0	0	0	0	18	0	0	2	0	0	1	1	0	7	39	2	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
352918	0	0	0	0	0	0	0	0	27	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	61	0	3	0	0	4	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
332831	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	24	7	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	26	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
547714	0	0	0	6	0	0	0	0	0	1	55	2	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	56	2	2	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
177423	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	20	10	0	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	25	4	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
177032	7	0	0	0	0	5	0	0	0	1	2	12	1	14	0	13	5	0	7	0	0	0	0	5	0	0	4	1	2	12	1	14	0	13	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
194095	1	0	0	0	0	34	1	10	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	42	1	18	2	1	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
291596	0	0	0	0	0	33	0	5	0	1	0	11	3	0	0	0	0	0	0	0	0	0	0	44	0	6	0	1	0	11	4	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
4349660	8	0	0	1	0	16	0	3	1	3	3	7	2	0	0	0	0	10	8	0	0	1	0	22	0	5	1	2	3	7	3	0	0	0	0	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
646800	0	0	11	0	0	16	0	0	0	0	0	0	0	0	0	0	31	0	0	0	8	0	0	21	0	0	0	0	0	0	0	0	0	0	16	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae;
188747	0	1	38	0	0	1	5	1	4	1	0	0	0	0	2	1	2	1	0	2	26	0	0	1	5	2	8	1	0	0	0	0	2	1	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
178996	0	0	12	0	15	7	0	0	4	3	0	0	0	0	2	8	0	0	0	0	8	0	10	10	0	0	9	1	0	0	0	0	2	9	0	0	k__Bacteria; p__Firmicutes; c__Clostridia;
4426367	3	0	0	0	0	1	1	15	1	0	33	2	0	0	0	0	2	0	3	0	0	0	0	1	1	18	2	0	33	2	0	0	0	0	2	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2;
328955	0	0	0	2	0	0	0	0	1	0	57	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	57	0	2	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae;
302164	0	0	0	0	1	0	0	1	3	0	35	0	12	0	0	1	3	0	0	0	0	0	1	0	0	1	7	0	35	0	13	0	0	2	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae;
3186216	0	0	12	0	0	9	2	1	2	3	0	0	3	0	0	0	0	25	0	0	7	0	0	10	2	1	4	2	0	0	4	0	0	0	0	18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
190984	0	0	0	32	4	0	0	9	0	0	0	0	0	0	2	0	0	1	0	0	0	32	2	0	0	21	0	0	0	0	0	0	2	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
177234	5	0	17	0	0	1	0	2	11	3	0	0	7	0	1	0	0	0	5	3	13	0	0	1	0	3	20	2	0	0	7	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
572889	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae;
591734	1	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	57	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
4451251	0	0	3	8	0	1	1	0	0	1	10	6	5	0	4	1	11	5	0	0	1	8	0	1	1	0	1	1	10	6	7	0	4	1	5	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium;
192323	0	0	40	0	0	5	0	1	3	2	0	0	4	0	1	0	0	1	0	1	26	0	0	5	0	1	4	1	0	0	4	0	1	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
188079	0	0	0	4	0	0	7	0	0	0	0	2	0	44	0	0	1	0	0	0	0	4	0	0	7	0	0	0	0	2	0	44	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus;
867982	1	0	0	1	0	0	0	0	0	0	0	20	1	0	5	0	25	1	1	0	0	1	0	0	0	0	2	0	0	20	2	0	5	0	8	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae;
199243	0	0	3	1	0	2	0	3	0	7	0	0	0	0	0	0	0	34	0	1	2	1	0	6	0	4	0	6	0	0	0	0	0	0	0	23	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira;
306020	0	0	12	1	0	1	0	0	0	0	0	0	0	7	0	0	35	0	0	0	8	1	0	1	0	0	0	0	0	0	0	7	0	0	21	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
322505	16	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
1974536	1	0	0	1	0	0	0	6	11	3	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	11	34	2	0	0	2	0	0	2	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella;
287879	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
177520	0	0	3	10	10	0	16	0	4	0	0	7	0	0	0	0	0	2	0	1	3	10	7	0	16	0	4	0	0	7	0	0	0	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
233052	1	3	4	3	0	2	0	0	9	1	0	0	1	3	0	4	2	0	1	9	2	3	0	3	0	0	20	0	0	0	1	3	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;
843569	0	1	0	0	2	15	0	1	0	0	3	0	12	0	0	0	0	0	0	7	0	0	2	18	0	3	2	0	3	0	18	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae;
174749	2	0	0	0	0	5	0	7	3	10	0	0	8	0	0	0	0	9	2	0	0	0	0	5	0	11	7	7	0	0	10	0	0	0	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
185745	0	0	0	0	0	1	1	5	0	0	0	3	6	0	0	0	0	33	0	0	0	0	0	1	1	7	0	0	0	3	8	0	0	0	0	20	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
187607	0	0	0	50	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	50	0	0	0	1	0	0	0	0	1	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Coriobacteriales;
519290	4	0	2	3	3	1	0	1	1	0	4	4	0	20	2	2	0	3	4	0	1	3	3	1	0	1	1	0	4	4	0	20	2	3	0	3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes
355187	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;
2170536	1	0	0	0	0	12	6	9	0	0	3	3	4	0	0	1	0	0	1	0	0	0	0	14	6	12	4	0	3	3	7	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
365385	0	0	0	0	0	0	2	0	14	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	47	1	0	0	0	0	0	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium;
1070904	0	0	21	0	0	16	0	0	0	2	0	0	0	0	0	3	0	0	0	0	13	0	0	21	0	0	0	2	0	0	0	0	0	6	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella;
360717	5	0	0	3	7	0	0	0	1	9	15	4	0	0	0	1	0	0	5	0	0	3	3	0	0	0	4	7	15	4	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
199761	3	0	0	1	1	17	5	1	1	0	0	2	1	0	0	1	0	0	3	0	0	1	1	26	5	3	3	0	0	2	2	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia;
307113	0	0	0	0	0	3	1	0	0	0	26	3	5	1	0	0	5	0	0	0	0	0	0	4	1	0	0	0	26	3	7	1	0	0	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus];
176469	1	0	0	0	0	4	2	1	1	0	0	0	1	0	0	0	0	32	1	0	0	0	0	5	2	4	2	0	0	0	1	0	0	0	0	26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
263252	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus;
428457	0	0	0	29	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	29	0	0	1	0	0	0	0	0	16	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae;
368097	3	2	0	0	0	1	3	0	0	0	4	22	6	0	0	1	0	0	3	2	0	0	0	1	3	0	0	0	4	22	8	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__pseudopneumoniae
